,Variable Name,Variable Label,Variable Type
765,other_const_est_life_1,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Numeric
766,other_const_rework_1,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
767,other_const_const_loc_2,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
768,other_const_conflict_2,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
769,other_const_location_2,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Numeric
770,other_const_prefab_2,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Numeric
771,other_const_plan_sites_2,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
772,other_const_act_sites_2,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
773,other_const_plan_size_2,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
774,other_const_act_size_2,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
775,other_const_mat_2,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Numeric
776,other_cosnt_non_haz_mat_2,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
777,other_const_plan_life_2,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Numeric
778,other_const_est_life_2,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Numeric
779,other_const_rework_2,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
780,other_const_const_loc_3,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
781,other_const_conflict_3,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
782,other_const_location_3,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Numeric
783,other_const_prefab_3,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Numeric
784,other_const_plan_sites_3,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
785,other_const_act_sites_3,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
786,other_const_plan_size_3,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
787,other_const_act_size_3,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Integer
788,other_const_mat_3,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Numeric
789,other_cosnt_non_haz_mat_3,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
790,other_const_plan_life_3,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Numeric
791,other_const_est_life_3,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Numeric
792,other_const_rework_3,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
793,other_const_const_loc_4,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
794,other_const_conflict_4,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
795,other_const_location_4,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Numeric
796,other_const_prefab_4,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Numeric
797,other_const_plan_sites_4,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
798,other_const_act_sites_4,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
799,other_const_plan_size_4,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
800,other_const_act_size_4,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
801,other_const_mat_4,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Numeric
802,other_cosnt_non_haz_mat_4,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
803,other_const_plan_life_4,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Numeric
804,other_const_est_life_4,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Numeric
805,other_const_rework_4,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
806,other_const_const_loc_5,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
807,other_const_conflict_5,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
808,other_const_location_5,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Numeric
809,other_const_prefab_5,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Numeric
810,other_const_plan_sites_5,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Integer
811,other_const_act_sites_5,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Integer
812,other_const_plan_size_5,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Integer
813,other_const_act_size_5,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
814,other_const_mat_5,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Numeric
815,other_cosnt_non_haz_mat_5,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
816,other_const_plan_life_5,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Numeric
817,other_const_est_life_5,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Numeric
818,other_const_rework_5,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
819,other_const_const_loc_6,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
820,other_const_conflict_6,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
821,other_const_location_6,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Numeric
822,other_const_prefab_6,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Numeric
823,other_const_plan_sites_6,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
824,other_const_act_sites_6,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
825,other_const_plan_size_6,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
826,other_const_act_size_6,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
827,other_const_mat_6,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Numeric
828,other_cosnt_non_haz_mat_6,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
829,other_const_plan_life_6,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Numeric
830,other_const_est_life_6,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Numeric
831,other_const_rework_6,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
832,other_const_const_loc_7,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
833,other_const_conflict_7,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
834,other_const_location_7,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Numeric
835,other_const_prefab_7,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Numeric
836,other_const_plan_sites_7,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
837,other_const_act_sites_7,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
838,other_const_plan_size_7,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
839,other_const_act_size_7,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
840,other_const_mat_7,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Numeric
841,other_cosnt_non_haz_mat_7,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
842,other_const_plan_life_7,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Numeric
843,other_const_est_life_7,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Numeric
844,other_const_rework_7,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
845,other_const_const_loc_8,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
846,other_const_conflict_8,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
847,other_const_location_8,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Integer
848,other_const_prefab_8,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Integer
849,other_const_plan_sites_8,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Integer
850,other_const_act_sites_8,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Integer
851,other_const_plan_size_8,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Integer
852,other_const_act_size_8,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Integer
853,other_const_mat_8,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Integer
854,other_cosnt_non_haz_mat_8,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
855,other_const_plan_life_8,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Integer
856,other_const_est_life_8,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Integer
857,other_const_rework_8,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
858,other_const_const_loc_9,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
859,other_const_conflict_9,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
860,other_const_location_9,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Integer
861,other_const_prefab_9,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Integer
862,other_const_plan_sites_9,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Integer
863,other_const_act_sites_9,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Integer
864,other_const_plan_size_9,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Integer
865,other_const_act_size_9,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Integer
866,other_const_mat_9,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Integer
867,other_cosnt_non_haz_mat_9,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Integer
868,other_const_plan_life_9,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Integer
869,other_const_est_life_9,"##OTHER_CONST_TYPE-RC## Estimated economic life of the constructed facility (yea (-1: Don't know, 1: Years)",Integer
870,other_const_rework_9,"##OTHER_CONST_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
871,other_const_const_loc_10,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
872,other_const_conflict_10,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
